item_code,category,item_name,unit,standard_price,min_price,max_price,status,source,aliases,is_active
DOOR-001,DOOR,صيانة باب الفرع,مقطوعية,572.0,200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,صيانة باب اخر، صيانة باب الشطر، صيانة باب الكاشير، صيانة مقبض باب الفرع، صيانة مقبضي باب الفرع,1
DOOR-002,DOOR,عود سيلينج للباب الزجاج,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-003,DOOR,صيانه لباب الفرع الزجاج,مقطوعية,620.0,400.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,صيانة باب الفرع الزجاج، كالون للباب الفرع الزجاج,1
DOOR-004,DOOR,كالون باب الشطر,عدد,1750.0,500.0,4000.0,معتمد,أرشيف تاريخي 2023-2024,قلب كالون باب الفرع، كالون باب الفرع، كالون باب شطر,1
DOOR-005,DOOR,توريد وتغير مفصلة دلف,عدد,123.0,100.0,150.0,معتمد,أرشيف تاريخي 2023-2024,توريد وتغير مفصلات للدلف,1
DOOR-006,DOOR,صيانة باب المخزن,مقطوعية,267.0,200.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-007,DOOR,ماكينة باب ايطالي وعمل الصيانة الباب,مقطوعية,5000.0,5000.0,5000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-008,DOOR,مفصلات للادراف وحدات الكونتر,مقطوعية,450.0,150.0,600.0,معتمد,أرشيف تاريخي 2023-2024,مفصلات الدلف بوحدات الكونتر,1
DOOR-009,DOOR,مفصلة دلف,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,مفصلات دلف,1
DOOR-010,DOOR,مقبض باب زجاج,عدد,583.0,100.0,850.0,معتمد,أرشيف تاريخي 2023-2024,مقبض الباب الزجاج,1
DOOR-011,DOOR,تثبيت ماكينة باب المخزن,عدد,300.0,200.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-012,DOOR,تسبيت دلف الواحدات+ وصيانة المفصلات,عدد,550.0,500.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-013,DOOR,صيان وتغير مقبض الباب المخزن,مقطوعية,350.0,300.0,400.0,معتمد,أرشيف تاريخي 2023-2024,صيان وتغير مقبض الباب الزجاج,1
DOOR-014,DOOR,صيانة الباب + الزجاج + تسبيت الوجهه,مقطوعية,400.0,300.0,500.0,معتمد,أرشيف تاريخي 2023-2024,صيانة الباب الزجاج + تسبيت الوجها الزجاج,1
DOOR-015,DOOR,صيانه باب H.R,عدد,325.0,300.0,350.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-016,DOOR,صيانه للباب الذجاج وتغير المفصلة,مقطوعية,1250.0,1000.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-017,DOOR,كالون باب الفرع البوبة الرئيسية,عدد,900.0,800.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,كالون شباك الفرع البوبة الرئيسية,1
DOOR-018,DOOR,كالون باب سكوريت,عدد,575.0,300.0,850.0,معتمد,أرشيف تاريخي 2023-2024,كالون باب سيكوريت,1
DOOR-019,DOOR,ماكينه غلق اوتمتك للباب الزجاج,مقطوعية,4250.0,4000.0,4500.0,معتمد,أرشيف تاريخي 2023-2024,ماكينه غلق اوتومتك للباب الزجاج,1
DOOR-020,DOOR,مقبض باب الجرار,عدد,425.0,150.0,700.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-021,DOOR,مقبض باب المخزن,عدد,525.0,250.0,800.0,معتمد,أرشيف تاريخي 2023-2024,طقم مقبض لباب المخزن,1
DOOR-022,DOOR,توريد وتغير مفصلة الباب السفلي,عدد,900.0,700.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,توريد وتغير مفصلة باب الفرع,1
DOOR-023,DOOR,كالون حماية,عدد,367.0,50.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-024,DOOR,الدهانات حول باب معدني,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-025,DOOR,الصيانة الباب الشطر وعمل مايلزم,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-026,DOOR,باب زجاج لتغير الباب السابق,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-027,DOOR,بادي باب شطر كامل بيكوتش والتربيس,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-028,DOOR,تجميع باب المخزن واعادة تركيبه,مقطوعية,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-029,DOOR,ترميم الباب الخلفي للفرع,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-030,DOOR,ترميم ودهان الوحدة اعلي الباب الصاج,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-031,DOOR,تسبيت تلميع عتبة باب الفرع,مقطوعية,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-032,DOOR,تسبيت وزة الرخام بجانب باب السكريت,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-033,DOOR,تصنيع وتوريد وتركيب باب الكونتر,عدد,2500.0,2500.0,2500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-034,DOOR,تعديل لباب المخزن بعد تركيب الارضيات,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-035,DOOR,تغير وتركيب مسمار مقبضي باب زجاج,عدد,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-036,DOOR,تقفيل سيلكون عند برايز الهورمن,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-037,DOOR,تم توريد وتركيب عود فرش باب زجاج,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-038,DOOR,توريد وتغير زمبلك باب شطر مع تركيب شريط جانبي للباب بالكامل جانب مع تعديل المجاري وتم عمل ما يلزم للبند لعدم حدوث اعطال اخري,مقطوعية,6500.0,6500.0,6500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-039,DOOR,توريد وتغير مقبض باب الحمام,عدد,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-040,DOOR,دهان الخشب + باب المخزن اسود,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-041,DOOR,زنبلك لباب الفرع + باب المخزن,عدد,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-042,DOOR,سنفر+دهان بسلر الجزاء السفلي لباب المخزن,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-043,DOOR,سوسته زمبالك باب شطر,مقطوعية,2800.0,2800.0,2800.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-044,DOOR,شريط بلاستك اسفل باب الفرع,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-045,DOOR,صداد باب الزجاج,عدد,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-046,DOOR,صيانة الأبواب الزجاجية وتغيير الملحقات اللازمة,مقطوعية,800.0,800.0,800.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-047,DOOR,صيانة الباب الشطر الفرع +صيانة الكالون,مقطوعية,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-048,DOOR,صيانة باب الزجاج وتسبيت,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-049,DOOR,صيانة باب السكوريت وتعديل المفصلة,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-050,DOOR,صيانة باب الفرع فتح وقفل,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-051,DOOR,صيانة باب المخزن +سنفرة + دهان سلر,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-052,DOOR,صيانة باب فرع هايبر جراج,مقطوعية,700.0,700.0,700.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-053,DOOR,صيانة دلف الفرع بالكامل + تركيب مفصلة,مقطوعية,800.0,800.0,800.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-054,DOOR,صيانة دلف المفصلة,عدد,100.0,100.0,100.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-055,DOOR,صيانة دلف خشب وتسبيت المفصلة,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-056,DOOR,صيانة كالون باب المخزن + تغير لاصق شريط اسود,مقطوعية,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-057,DOOR,صيانة كالون وتركيبه غرفة أ/ابراهيم +حسابات,مقطوعية,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-058,DOOR,صيانة كالون وتركيبه غرفة أ/محمد كرم,مقطوعية,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-059,DOOR,صيانة مفصلة داخل المخزن,مقطوعية,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-060,DOOR,صيانة مفصلة دولاب تخزين,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-061,DOOR,صيانة وتسبيت باب معدني خلف الفرع والعلوي,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-062,DOOR,صيانه الباب الزجاج,مقطوعية,650.0,600.0,700.0,معتمد,أرشيف تاريخي 2023-2024,صيانة الباب الزجاج للفرع,1
DOOR-063,DOOR,صيانه ومرجعة لابواب الدور الثاني قسم ال اتش ار,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-064,DOOR,طبلة الباب الزجاج,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-065,DOOR,طقم باب زجاج فرنساوي +لقمة جرار,مقطوعية,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-066,DOOR,طقم كالون خاطف,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-067,DOOR,طقم كالون فندقي,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-068,DOOR,طقم كالون كامل,عدد,650.0,650.0,650.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-069,DOOR,طقم مفصلة جرار,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-070,DOOR,طقم مفصلة سوستة,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-071,DOOR,طقم مفصلة فراشة لباب المخزن,عدد,1325.0,1000.0,1650.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-072,DOOR,عدد كالون درج +مقبض استيل,مقطوعية,1650.0,1650.0,1650.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-073,DOOR,عود حديد سم لدلف باب الترولي,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-074,DOOR,عود سيلنج لباب السكوريت,مقطوعية,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-075,DOOR,عود فرش باب الزجاج,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-076,DOOR,فك الباب الزجاج وتركيبه وعمل الصيانة اللازمه للباب,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-077,DOOR,فك الباب الشطر وتم الصيانة اللازمة وإعادة تركب,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-078,DOOR,فك الجبس لصيانه الباب وتوريد وتركيب لوح جبس جديد وترميم مكان العمل بالدهانات,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-079,DOOR,فك الوحده اعلي الباب وإعادة تركبها بعد عمل الصيانة,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-080,DOOR,فك وصيانة وتركيب كالون,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-081,DOOR,قطعة خشب اسفل باب الحمام,مقطوعية,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-082,DOOR,كالون الباب الصاج,عدد,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-083,DOOR,كالون باب حمام,مقطوعية,700.0,700.0,700.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-084,DOOR,كالون تركي,عدد,850.0,850.0,850.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-085,DOOR,كالون حماية باب الفرع,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-086,DOOR,كالون دلفه وحده مدفع تتش,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-087,DOOR,كالون غرفة H R,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-088,DOOR,كالون وحدات الادرج,مقطوعية,2400.0,2400.0,2400.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-089,DOOR,كالون وحدات الشانون,مقطوعية,3120.0,3120.0,3120.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-090,DOOR,لحام شريط اسود لحلق اعلي الباب+لحام ارفف,متر طولي,50.0,50.0,50.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-091,DOOR,ماكينه غلق باب الزجاج,عدد,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-092,DOOR,مفصلات دلف الكونتر +الورم,عدد,120.0,120.0,120.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-093,DOOR,مفصلات لدلف الترولي,عدد,700.0,400.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-094,DOOR,مفصلات لي الدلف,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-095,DOOR,مفصلة,عدد,125.0,125.0,125.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-096,DOOR,مفصلة ترولي,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-097,DOOR,مفصلة دلف الخشب,عدد,120.0,120.0,120.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-098,DOOR,مفصلة ركبة لدلف الجزيره,عدد,100.0,100.0,100.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-099,DOOR,مفصلة عادة,عدد,120.0,120.0,120.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-100,DOOR,مفصلة علوي + سفلي,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-101,DOOR,مفصلة لادراف الوحدات الخشبيه,عدد,100.0,100.0,100.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-102,DOOR,مفصلة للادراف,مقطوعية,1250.0,1250.0,1250.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-103,DOOR,مفصلة نص ركبة,عدد,100.0,100.0,100.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-104,DOOR,مفصلة وحدة تخزين,عدد,,,,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-105,DOOR,مفصله باب زجاج سفليه,مقطوعية,750.0,750.0,750.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-106,DOOR,مقبض اباب المخزن الرئيسي,مقطوعية,350.0,350.0,350.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-107,DOOR,مقبض باب,عدد,750.0,750.0,750.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-108,DOOR,نهايه باب سكوريت,عدد,800.0,800.0,800.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-109,DOOR,وحدة رفع الباب الخارجي وعمل مالزم البند,مقطوعية,2500.0,2500.0,2500.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-110,DOOR,وش كالون باب المخزن,عدد,700.0,700.0,700.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-111,DOOR,صيانة الباب المصفح غرفة H.R,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-112,DOOR,صيانة باب الفرع + تغير لقمة الحامل,عدد,800.0,800.0,800.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-113,DOOR,صيانه باب الكونتر,مقطوعية,,,,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-114,DOOR,عدد ورقة باب صاج إيطالي م,مقطوعية,4000.0,4000.0,4000.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-115,DOOR,كالون سكريت استندر,عدد,1200.0,1200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
DOOR-116,DOOR,مقبض باب زجاج مقاس وسط حرف C,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-001,MISC,زوية,مقطوعية,1717.0,150.0,4000.0,معتمد,أرشيف تاريخي 2023-2024,زاوية,1
MISC-002,MISC,شريط لاصق اسود,متر طولي,50.0,50.0,50.0,معتمد,أرشيف تاريخي 2023-2024,شريط لاصق اسود م,1
MISC-003,MISC,عود دكت,عدد,200.0,150.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-004,MISC,تثبيت القعده وعمل مايلزم,عدد,300.0,200.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-005,MISC,رجل استلس,عدد,150.0,100.0,200.0,معتمد,أرشيف تاريخي 2023-2024,رجل استيل,1
MISC-006,MISC,للنجاره الفرع بالكامل وتم تغير الاكسسوارات اللازمه,عدد,350.0,300.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-007,MISC,لوح ابلا كاش,عدد,900.0,500.0,1300.0,معتمد,أرشيف تاريخي 2023-2024,لوح ابلاكاش,1
MISC-008,MISC,وتغير لاصق شريط اسود,متر طولي,50.0,50.0,50.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-009,MISC,ابلكاش للجزيرة MDf,مقطوعية,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-010,MISC,اسبوت دبلة,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-011,MISC,اسبوت دبلة ورم,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-012,MISC,اسبوت ورم دبلة,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-013,MISC,اكليريك,عدد,350.0,350.0,350.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-014,MISC,السويدي,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-015,MISC,الفحص و التفتيش على انزارالحريق وتسليم شهاده السلامة المهنية,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-016,MISC,بالعداد -تم توريد وتركيب زوية تسبيت رف الورم,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-017,MISC,بالمتر المسطح توريد وتركيب سيرميك للأرضيات المخزن فرز تاني والسعر يشمل التشوين والخامات المستخدمه وكل مايلزم للبند,مقطوعية,15000.0,15000.0,15000.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-018,MISC,بالمتر مسطح-تم توريد وتركيب جبس بورد,متر مربع,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-019,MISC,بواط,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-020,MISC,بواط مانع مائي,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-021,MISC,تركيبات متنوعه للاشياء المطلوبه من قبل السكرتريه,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-022,MISC,تسبيت استندات المخزن والمرجعة عليه بالكامل,مقطوعية,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-023,MISC,تطويل السماعات,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-024,MISC,تغير مكان لوحة الاسعار,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-025,MISC,تقفيل فاتحة المخزن بالفوم+السيلكون,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-026,MISC,تقفيل قاتحة في السقف,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-027,MISC,تقوية الهورمون الايمن,مقطوعية,,,,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-028,MISC,تكية رف,عدد,50.0,50.0,50.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-029,MISC,تلميع وش الهورمون,مقطوعية,,,,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-030,MISC,توريد مستلزمات الكهلرباء لقسم الصيانه بمصنع العاشر,مقطوعية,19220.0,19220.0,19220.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-031,MISC,توريد وتغير حرف u لليفطة,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-032,MISC,توريد وتغير مقبضي استلس,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-033,MISC,توصيل لخط التليفون الأرضي,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-034,MISC,تي /BR,عدد,1200.0,1200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-035,MISC,جهاز صابون سائل دخل الحمام,مقطوعية,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-036,MISC,جهاز معطر,عدد,100.0,100.0,100.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-037,MISC,حساب الحداد,مقطوعية,900.0,900.0,900.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-038,MISC,حساب تعديلات الجبسمبورد,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
MISC-039,MISC,خط تغذيه للحمام من الخارج بطول م,مقطوعية,3000.0,3000.0,3000.0,معتمد,أرشيف تاريخي 2023-2024,,1
