item_code,category,item_name,unit,standard_price,min_price,max_price,status,source,aliases,is_active
FLOR-004,FLOR,لاصق الرخام بالسليكون,مقطوعية,340.0,300.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-005,FLOR,تثبيت و لاصق الرخام,عدد,450.0,400.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-006,FLOR,صيانه ولحام الرخام+ الوزرة,عدد,550.0,400.0,700.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-007,FLOR,وزرة رخام على الوجه,عدد,400.0,200.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-008,FLOR,البلاط المكسور في الحمام,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-009,FLOR,البلاط المكسور+عود اوميجا للتثبيت الجبس,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-010,FLOR,المرجعة والسقية الحوائط و الأرضية,مقطوعية,850.0,850.0,850.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-011,FLOR,بالمتر المسطح - تجهيز وتوريد وتركيب رخام حلايب لارض المعارض وتم عمل,مقطوعية,14400.0,12800.0,16000.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-012,FLOR,بالمتر المسطح - توريد وتركيب قرصه رخام جلاكسي والسعر يشمل كل ما يلزم,مقطوعية,5460.0,5460.0,5460.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-013,FLOR,بالمتر المسطح -تم توريد وتركيب قطع رخام جلاكسي مقاسات متنوعه,متر مربع,4500.0,4500.0,4500.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-014,FLOR,بالمتر المسطح توريد و تركيب رخام ستار جلاكسي فرز اول للكونتر والسعر يشمل اللصق بمادة لصق الرخام وكل مايلزم لانتهاء من البند.,مقطوعية,58725.0,58725.0,58725.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-015,FLOR,بالمنر المسطح توريد وتنفيذ اعمال غلق الفواصل للحوائط اعلي السيراميك بالمخزن,مقطوعية,9000.0,9000.0,9000.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-016,FLOR,تخانة رخام بجانب الكاشير,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-017,FLOR,تسبيت رخامة الورمر بالساليكون العضم,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-018,FLOR,تلميع رخام + تقفيل لحامات بالسيلكون,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-019,FLOR,رخام درج الفرع وزره,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-020,FLOR,رخام م + فك الرخام القديم وصيانه كامل,مقطوعية,5000.0,5000.0,5000.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-021,FLOR,صيانات وتلميع الرخام,مقطوعية,1250.0,1250.0,1250.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-022,FLOR,عتبه رخام دبل بلاك,مقطوعية,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-023,FLOR,عمل لاصق الرخام وحدة الكاشير واعدة الفواصل بالسيلكون,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-024,FLOR,فتحة في الرخام,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-025,FLOR,فك لوح رخام وتنظفاها وإعادة تركبها بالسليكون,مقطوعية,1200.0,1200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-026,FLOR,فك واعادة تركيب الوزرة بالمادة الخاصة بلصق الرخام,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-027,FLOR,فك وتشوين الرخام والكونتر السابق وتجهيز مكان الجديد,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-028,FLOR,لاصق رخام الوحدات بالكامل,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-029,FLOR,لاصق وزرة رخام بالسيلكون,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-030,FLOR,بلاط,عدد,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
FLOR-031,FLOR,فك وتركيب رخام الكونتر مع تثبيته وضبطه,مقطوعية,1200.0,1200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
GLSS-001,GLSS,توريد وتغير ماكينة زجاج,عدد,1333.0,500.0,3000.0,معتمد,أرشيف تاريخي 2023-2024,,1
GLSS-002,GLSS,توريد وتغير ماكينة زجاج+ مفصله سفلي,عدد,3500.0,3500.0,3500.0,معتمد,أرشيف تاريخي 2023-2024,,1
GLSS-003,GLSS,حامل زجاج سكوريت,عدد,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
GLSS-004,GLSS,حساب فك وتركيب الوجهه الزجاج,مقطوعية,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
GLSS-005,GLSS,صيانة ولازق الزجاج بالسليكون,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
GLSS-006,GLSS,طقم مقبض زجاج,عدد,800.0,800.0,800.0,معتمد,أرشيف تاريخي 2023-2024,,1
GLSS-007,GLSS,ماكينة زجاج,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
GLSS-008,GLSS,ماكينة سكوريت,عدد,3500.0,3500.0,3500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-001,PLMB,صرف حوض,عدد,385.0,300.0,750.0,معتمد,أرشيف تاريخي 2023-2024,صرف الحوض,1
PLMB-002,PLMB,صرف حوض كامل,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-003,PLMB,فلتر مياه تنك مرحلة,عدد,1700.0,300.0,4000.0,معتمد,أرشيف تاريخي 2023-2024,فلتر مياه تانك مرحلة، فلتر مياه مرحلة، فلتر مياه مرحله تانك، فلترمياه مرحلة تانك,1
PLMB-004,PLMB,خلاط حوض ايطالي,عدد,1500.0,300.0,1800.0,معتمد,أرشيف تاريخي 2023-2024,خلاط ايطالي، خلاط حوض كامل ايطالي,1
PLMB-005,PLMB,خلاط هاند ميكسر ايطالي,عدد,1650.0,1200.0,1800.0,معتمد,أرشيف تاريخي 2023-2024,خلاط حوض هندمكسر ايطالي، خلاط مياه هند ميكسر ايطالي,1
PLMB-006,PLMB,صيانة فلتر مياه,مقطوعية,338.0,300.0,450.0,معتمد,أرشيف تاريخي 2023-2024,صيانة فلتر المياه,1
PLMB-007,PLMB,حنفية فلتر,مقطوعية,283.0,250.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-008,PLMB,المرجعة علي السباكة بالكامل,عدد,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-009,PLMB,خلاط حوض ساخن و بارد,عدد,1775.0,1750.0,1800.0,معتمد,أرشيف تاريخي 2023-2024,خلاط حوض كامل ساخن و بارد,1
PLMB-010,PLMB,خلاط ساخن وبارد ايطالي,عدد,1225.0,650.0,1800.0,معتمد,أرشيف تاريخي 2023-2024,خلاط مياه سخن وبارد إيطالي,1
PLMB-011,PLMB,صيانة السباكة والصرف,عدد,225.0,200.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-012,PLMB,صيانة الصرف وعمل ما يلازم,عدد,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-013,PLMB,صيانة صرف الفرع,عدد,425.0,300.0,550.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-014,PLMB,صيانه خلاط,عدد,325.0,250.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-015,PLMB,طقم شمع فلتر مياه مرحلة,عدد,550.0,500.0,600.0,معتمد,أرشيف تاريخي 2023-2024,طقم شمع فلتر مياه مرحله تانك,1
PLMB-016,PLMB,فليتر مياه مراحله تانك ويشمل التوصيلات,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-017,PLMB,لحام الوزرة العلوية بوحدة الحوض وتسبت راف رخام,عدد,350.0,300.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-018,PLMB,وحدة حوض خشب,متر مربع,7750.0,7500.0,8000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-019,PLMB,اصلاح لتوصيلات السباكه وتغير صرف حوض,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-020,PLMB,اعمال تغذيه المياه والصرف الصحي,مقطوعية,12000.0,12000.0,12000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-021,PLMB,المراجعة على السباكة,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-022,PLMB,بالمتر -تم توريد وتركيب قطع قرصة بتش للكونتر+ الحوض,متر مربع,4200.0,4200.0,4200.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-023,PLMB,تسليك الصرف الدخلي,مقطوعية,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-024,PLMB,تقفيل الصرف بالرخام,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-025,PLMB,توريد وتغير شطاف خارجي,عدد,450.0,450.0,450.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-026,PLMB,توريد وتغير محبس زاويه اسمارت للباريستا,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-027,PLMB,حلة حوض استلس + صرف,عدد,1700.0,1700.0,1700.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-028,PLMB,حنفية فلتر مياه,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-029,PLMB,حوض استلس يشمل الصرف والتركيب,مقطوعية,1200.0,1200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-030,PLMB,خط صرف للحوض مع غطاء,مقطوعية,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-031,PLMB,خلاط ايطالي إضافي للحوض عين,عدد,1800.0,1800.0,1800.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-032,PLMB,خلاط ايطالي ساخن و بارد,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-033,PLMB,خلاط بارد للحمام,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-034,PLMB,خلاط حوض كامل,عدد,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-035,PLMB,خلاط حوض هندميكسر تركي والسعر يشمل الوصلات وكل مايلزم للانهاء,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-036,PLMB,خلاط فلتر,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-037,PLMB,دهان اعلي الحوض باللون الابيض,مقطوعية,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-038,PLMB,سخان مياه فوري سيمانس كيلو,مقطوعية,12000.0,12000.0,12000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-039,PLMB,شطاف خارجي الأصيل,عدد,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-040,PLMB,شطاف كامل,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-041,PLMB,شطاف محبس الحمام,عدد,350.0,350.0,350.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-042,PLMB,شطاف يد غير كامل,عدد,350.0,350.0,350.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-043,PLMB,صرف + مكنة+ طقم مسمار للاعدة,عدد,1200.0,1200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-044,PLMB,صرف حوض استلس بوصه,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-045,PLMB,صرف حوض بوصه,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-046,PLMB,صرف حوض بوصه بالمصفه استانلس,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-047,PLMB,صرف كامل في المعمل,عدد,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-048,PLMB,صيانة الخلاط + الفلتر,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-049,PLMB,صيانة الصرف الخاصه بالباريستا,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-050,PLMB,صيانة الصرف الفرع + الصرف الرئيسي بالكامل,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-051,PLMB,صيانة خلاط الحوض + الفلتر,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-052,PLMB,صيانة دلف وحده الحوض,عدد,,,,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-053,PLMB,صيانة صرف الحوض,مقطوعية,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-054,PLMB,صيانة صرف المحل+الخط الرائسي لصرف العمارة,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-055,PLMB,صيانة لمسارات السباكة بالكامل,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-056,PLMB,صيانة لي السباكة الاحواض +الحمام تغير كوع,مقطوعية,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-057,PLMB,صيانة ولازق الحوض بالسليكون,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-058,PLMB,صيانه علي مسار الصرف الصحي بالكامل من داخل الفرع ومن الخارج,مقطوعية,7000.0,7000.0,7000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-059,PLMB,صيانه لسباكه وتغير وصله تغذيه المياه,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-060,PLMB,صيانه لي الفلتر القديم,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-061,PLMB,عمل صيانة لعبوة الفلتر,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-062,PLMB,عمل صيانه فلترمرحلة,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-063,PLMB,فك الحوض+الخلاط+الغلاية وتم اعادة تركبيهم,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-064,PLMB,فك رخام الحوض وتركيب رخام الكونتر بالكامل,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-065,PLMB,فك وتركيب الحوض وتم التثبيت بسيلكون اسمر,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-066,PLMB,فك ولاصق الحوض بالسيلكون,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-067,PLMB,فلترمرحلة,عدد,450.0,450.0,450.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-068,PLMB,لاصق الحوض بسيلكون اسود خاص للاحواض,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-069,PLMB,لاصق الرخام + لاصق الحوض,مقطوعية,700.0,700.0,700.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-070,PLMB,لحام الحوض بالسيلكون و المرجعة ع الصرف,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-071,PLMB,لوح رخام بجانب الحوض,متر مربع,4200.0,4200.0,4200.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-072,PLMB,محبس /BR,عدد,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-073,PLMB,محبس زاويه اسمارت,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-074,PLMB,محبس زوية,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-075,PLMB,محبس زوية للخلاط,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-076,PLMB,مرجعة علي السباكة صرف +عازل السقف للفرع والمخزن,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-077,PLMB,مشترك اسمارت للصرف,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-078,PLMB,نظام مصيدة شحوم سعة جالونًا في الدقيقة، يتميز بخزان من الفولاذ المقاوم للصدأ,مقطوعية,78200.0,78200.0,78200.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-079,PLMB,وحدة حوض عمق,متر طولي,7000.0,7000.0,7000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-080,PLMB,وزرة رخام اسفل الحوض,مقطوعية,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-081,PLMB,وصلة /BR,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-082,PLMB,وصله اسمارت,مقطوعية,450.0,450.0,450.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-083,PLMB,وصله لاي خلاط,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-084,PLMB,تسليك الحوض,مقطوعية,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-085,PLMB,تغير صرف حوض,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-086,PLMB,توريد وتغير شطاف كامل,عدد,450.0,450.0,450.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-087,PLMB,توريد وتغير قنطرة خلاط,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-088,PLMB,خط صرف للرئيسي,مقطوعية,6000.0,6000.0,6000.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-089,PLMB,خلاط فلتر مياه,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-090,PLMB,فك وتركيب الحوض بالسليكون الخاص بالاحواض,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-091,PLMB,فك وتركيب الخلاط والحوض لتسهيل صيانات الوحدات وتقويته وتم المراجعه علي البند قبل الانهاء,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-092,PLMB,فك وتركيب الخلاط والحوض وتم المراجعه علي البند قبل الانهاء,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
PLMB-093,PLMB,قلب خلاط حوض,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
ELEC-001,ELEC,كشاف كومبكت الفرنسيه,عدد,886.0,50.0,15200.0,معتمد,أرشيف تاريخي 2023-2024,كشاب كومباكت ورم الفرنسيه، كشاف كومباكت الفرنسية، كشاف كومباكت الفرنسية ورم، كشاف كومباكت ورم الفرنسية، كشاف كومبكت ورم الفرنسيه,1
ELEC-002,ELEC,كشاف تراك ورم ماركة الصفا,عدد,1325.0,400.0,11050.0,معتمد,أرشيف تاريخي 2023-2024,كشاف تراك ورم الصفا,1
ELEC-003,ELEC,توريد وتغير لمبة ديكور,عدد,262.0,150.0,500.0,معتمد,أرشيف تاريخي 2023-2024,توريد وتغير دواية ديكور، توريد وتغير لمبة ديكور زجاج، توريد وتغير لمبة ديكور فيلمنت، توريد وتغير لمبة ديكور كرويه، توريد وتغير لمبة ديكور وارم، توريد وتغير لمبة ديكور ورم، توريد وتغير لمبة كاسة وارم، توريد وتغير لمبة كاسة ورم، توريد وتغير لمبه ديكور اديسون، توريد وغير لمبة ديكور ورم,1
ELEC-004,ELEC,توريد وتغير كشاف كومبكت الفرنسيه,عدد,698.0,300.0,3150.0,معتمد,أرشيف تاريخي 2023-2024,توريد وتغير كشاف تراك ورم، توريد وتغير كشاف كومباكت الفرنسيه، توريد وتغير كشاف كومباكت ورم، توريد وتغير ليد كشاف تراك، توريد وتغيرتراك شواب، توريد وتغيرتراك عادي، توريد وتغيرتراك مروحة وارم، توريد وتغيرتراك وارم,1
ELEC-005,ELEC,وتغير ليدا بروفيل ورم,متر طولي,259.0,150.0,300.0,معتمد,أرشيف تاريخي 2023-2024,وتغير ليد بروفايل، وتغير ليد بروفايل ورم، وتغير ليد بروفايل ورم شريط، وتغير ليد بروفيل، وتغير ليد دبل ورم، وتغير ليدا بروفيل ورم ورم,1
ELEC-006,ELEC,كشاف BM ورم,عدد,828.0,200.0,4000.0,معتمد,أرشيف تاريخي 2023-2024,كشاف B.m ورم، كشاف وارم، كشاف ورم,1
ELEC-007,ELEC,محول كهرباء باور سبلاي A,عدد,811.0,750.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,محول كهرباء باور سبلي A، محول كهرباء باور سبلي Aمروحه,1
ELEC-008,ELEC,كشاف عز العرب,عدد,422.0,300.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,كشاف عز العرب ورام، كشاف عز العرب ورم، كشاف عزب العرب,1
ELEC-009,ELEC,كشاف كومبكت,عدد,438.0,400.0,700.0,معتمد,أرشيف تاريخي 2023-2024,كشاف كومباكت، كشاف كومباكت BM ورم، كشاف كومباكت ورم، كشاف كومبكت ورم,1
ELEC-010,ELEC,محول A,عدد,719.0,150.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
ELEC-011,ELEC,المرجعة علي الكهرباء,مقطوعية,379.0,200.0,600.0,معتمد,أرشيف تاريخي 2023-2024,المراجعة على الكهرباء، المرجعة علي الكهرباء ڤولط,1
ELEC-012,ELEC,ليد بروفيل ورم,متر طولي,250.0,200.0,300.0,معتمد,أرشيف تاريخي 2023-2024,ليد بروفيل، ليد بروفيل m، ليد بروفيل دبل,1
ELEC-013,ELEC,لاصق حلة الحوض بالسلكون,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,لاصق حلة الحوض +الرخام بالسلكون,1
ELEC-014,ELEC,كشاف بانل عز العرب,عدد,338.0,300.0,350.0,معتمد,أرشيف تاريخي 2023-2024,كشاف بنل عز العرب أبيض، كشاف ورم بانل عز العرب,1
ELEC-015,ELEC,لمبة ديكور,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
ELEC-016,ELEC,لمبه ورم,عدد,438.0,150.0,850.0,معتمد,أرشيف تاريخي 2023-2024,,1
